cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0019942925660945015,0.0,0.0,0.0,0.0,0.0,0.0,0.09987646514798151,0.0
